,Unnamed: 0,Type strain,name,Submission Date,Submitting Organization,Geographic Location,Isolation Source,Organism,Species,Pathovar,Strain,Assembly name (Alt. strain),Taxonomy check,antA,AvrB2,AvrE1,dhoB,HopAB1,HopAF1,HopAH1,HopAS1,HopAT1,HopAU1,HopAW1,HopB4,HopBH1,HopZ1,HopD1,HopF3,HopG1,HopI1,HopK1,HopQ1,HopR1,HopW1,HopX1,HrpF,HrpG,HrpL,HrpR,HrpS,HrpT,HrpV,HrpZ,ipoB,ipoC,SctC,SctD,SctE,SctF2,SctI,SctJ,SctK,SctL,SctN,SctO,SctP,SctQa,SctQb,SctR,SctS,SctT,SctU,SctV,SctW,antB,antC,catA,catB,catC,dhoA,HopB2,ipoA,Rbp3,Rbp2,HopBK1,HopBL1,HopA1,HopAR1,HopAZ1,HopV1,HopZ2,AvrPto1,AvrRpm1,HopAG1,HopAI1,HopAM1,HopBN1,HopBP1,HopH1,HopD2,HopF1,HopF4,HopM1,HopN1,HopS2,HopY1,HopZ5,HrpZ.1,SctF,HopAT2,HopAA1,HopBF1,HopBI1,HopC1,HopE1,HopAD1,HopAQ1,HopBD1,HopBM1,HopL1,HopO1,HopO2,HopT1,HopU1,HopAL1,HopBC1,HopAX1,HopBA1,Rbp1,AvrA1,AvrRpt2,HopB1,HopBO1,HopBE1,AvrB1,HopH2,HopBG1,HopBQ1,HopZ4,HopB3,HopAT3,HopBJ1,ANI_80,ANI_81,ANI_82,ANI_83,ANI_84,ANI_85,ANI_86,ANI_87,ANI_88,ANI_89,ANI_90,ANI_91,ANI_92,ANI_93,ANI_94,ANI_95,ANI_96,ANI_97,ANI_98,ANI_99
17,17,FALSE,GCF_000251185.1,3/13/12,University of Exeter,Madagascar: Antsirabe,sheath brown rot lesion on the rice type IRRI Elite,Pseudomonas fuscovaginae UPB0736 (g-proteobacteria),fuscovaginae,missing,UPB0736,ASM25118v1,OK,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,4,3,1,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1,2,2,0,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aac,aaca,aacac,aacaca,aacacaa,aacacaaa,aacacaaaa,aacacaaaaa,aacacaaaaaa,aacacaaaaaaa,aacacaaaaaaaa,aacacaaaaaaaaa,aacacaaaaaaaaaa,aacacaaaaaaaaaaa,aacacaaaaaaaaaaaa,aacacaaaaaaaaaaaaa,aacacaaaaaaaaaaaaaa,aacacaaaaaaaaaaaaaaa
18,18,FALSE,GCF_000307715.1,10/22/12,University of Applied Science of Western Switzerland//Geneva,Switzerland,infected Rhododendron sp. leaf,Pseudomonas viridiflava UASWS0038 (g-proteobacteria),viridiflava,missing,UASWS0038,PseVir1.0,OK,1,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,8,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaaa,aaaaaaa,aaaaaaaa,aaaaaaaaa,aaaaaaaaaa,aaaaaaaaaaa,aaaaaaaaaaaa,aaaaaaaaaaaaa,aaaaaaaaaaaaaa,aaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaab
19,19,FALSE,GCF_000331385.1,1/18/13,"Institute of Plant Biology, University of Zurich",missing,leaf,Pseudomonas syringae pv. syringae B64 (g-proteobacteria),syringae,syringae,B64,PSSB64v1.0,OK,1,0,1,10,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,15,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaab,aaaaabaaaaba,aaaaabaaaabaa,aaaaabaaaabaaa,aaaaabaaaabaaaa,aaaaabaaaabaaaaa,aaaaabaaaabaaaaaa,aaaaabaaaabaaaaaaa,aaaaabaaaabaaaaaaab,aaaaabaaaabaaaaaaabh
20,20,FALSE,GCF_000333995.1,1/29/13,CSIRO,"Australia:Warwick, QLD",barley,Pseudomonas syringae BRIP39023 (g-proteobacteria),syringae,missing,BRIP39023,BRIP39023v2.0,Inconclusive,1,0,1,12,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,1,1,13,7,1,1,1,1,2,1,1,1,1,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaab,aaaaabaaaaba,aaaaabaaaabaa,aaaaabaaaabaaa,aaaaabaaaabaaaa,aaaaabaaaabaaaaa,aaaaabaaaabaaaaab,aaaaabaaaabaaaaaba,aaaaabaaaabaaaaabaa,aaaaabaaaabaaaaabaad
21,21,FALSE,GCF_000334035.1,1/29/13,CSIRO,"Australia: Warwick, QLD",missing,Pseudomonas syringae BRIP34876 (g-proteobacteria),syringae,missing,BRIP34876,34876_v2.0,OK,4,0,1,12,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,14,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaab,aaaaabaaaaba,aaaaabaaaabaa,aaaaabaaaabaaa,aaaaabaaaabaaaa,aaaaabaaaabaaaaa,aaaaabaaaabaaaaaa,aaaaabaaaabaaaaaaa,aaaaabaaaabaaaaaaab,aaaaabaaaabaaaaaaabg
22,22,FALSE,GCF_000334055.1,1/29/13,CSIRO,"Australia: Warwick, QLD",missing,Pseudomonas syringae BRIP34881 (g-proteobacteria),syringae,missing,BRIP34881,34881_v2.0,OK,4,0,1,12,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,14,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaab,aaaaabaaaaba,aaaaabaaaabaa,aaaaabaaaabaaa,aaaaabaaaabaaaa,aaaaabaaaabaaaaa,aaaaabaaaabaaaaaa,aaaaabaaaabaaaaaaa,aaaaabaaaabaaaaaaab,aaaaabaaaabaaaaaaabh
23,23,FALSE,GCF_000342185.1,2/27/13,University of Otago,Italy: Rome,missing,Pseudomonas syringae pv. actinidiae ICMP 18744 (g-proteobacteria),syringae,actinidiae,ICMP-18744,ICMP18744PSA1.0,OK,2,1,1,11,0,0,3,1,1,1,1,0,0,0,1,0,0,1,0,1,1,2,0,1,1,1,15,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,2,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaac
24,24,FALSE,GCF_000344335.2,2/7/17,New Zealand Genomics Limited,Japan,missing,Pseudomonas syringae pv. actinidiae ICMP 9853 (g-proteobacteria),syringae,actinidiae,ICMP-9853,ASM34433v2,OK,1,1,1,11,1,0,3,1,1,1,0,2,1,0,1,0,0,1,0,1,1,5,1,1,1,1,14,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,3,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaaf
25,25,FALSE,GCF_000344355.2,8/23/16,New Zealand Genomics Limited,New Zealand,missing,Pseudomonas syringae pv. actinidiae ICMP 18708 (g-proteobacteria),syringae,actinidiae,ICMP-18708,ASM34435v2,OK,2,1,1,11,0,1,3,1,1,1,1,1,0,0,1,0,0,1,0,1,1,2,0,1,1,1,15,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,2,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaac
26,26,FALSE,GCF_000344375.1,3/5/13,University of Otago,New Zealand,missing,Pseudomonas syringae pv. actinidiae ICMP 18800 (g-proteobacteria),syringae,actinidiae,ICMP-18800,ICMP18800PSA1.0,OK,2,1,1,11,0,1,3,1,1,1,1,1,0,0,1,0,0,1,0,1,1,2,0,1,1,1,15,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,2,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,3,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaae
27,27,FALSE,GCF_000344395.1,3/5/13,University of Otago,New Zealand,missing,Pseudomonas syringae pv. actinidiae ICMP 18804 (g-proteobacteria),syringae,actinidiae,ICMP-18804,ICMP18804v1.0,OK,2,0,1,11,2,2,3,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1,1,1,1,17,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaab
28,28,FALSE,GCF_000344415.1,3/5/13,University of Otago,New Zealand,missing,Pseudomonas syringae pv. actinidifoliorum (g-proteobacteria),syringae,actinidifoliorum,ICMP-18806,ICMP18806v1.0,OK,2,0,1,11,2,2,3,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1,1,1,1,17,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaac
29,29,FALSE,GCF_000344435.1,3/5/13,University of Otago,New Zealand,missing,Pseudomonas syringae pv. actinidiae TP1 (g-proteobacteria),syringae,actinidiae,TP1,TP1_PSA1.0,OK,2,1,1,11,0,0,3,1,1,1,1,0,0,0,1,0,0,1,0,1,1,2,0,1,1,1,15,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,2,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaag
30,30,FALSE,GCF_000344455.1,3/5/13,University of Otago,New Zealand,missing,Pseudomonas syringae pv. actinidiae TP6-1 (g-proteobacteria),syringae,actinidiae,TP6-1,TP6-1_PSA1.0,OK,2,1,1,11,0,1,3,1,1,1,1,1,0,0,1,0,0,2,0,1,1,2,0,1,1,1,15,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,2,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaac
31,31,FALSE,GCF_000344475.3,10/17/18,University of Otago,China: Shaanxi,missing,Pseudomonas syringae pv. actinidiae str. Shaanxi_M228 (g-proteobacteria),syringae,actinidiae,Shaanxi_M228,ASM34447v3,OK,2,1,1,11,0,1,3,1,0,1,1,1,0,0,1,0,0,1,0,1,1,2,0,1,1,1,14,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaad
32,32,FALSE,GCF_000344515.2,3/5/13,University of Otago,Chile,missing,Pseudomonas syringae pv. actinidiae ICMP 19455 (g-proteobacteria),syringae,actinidiae,ICMP-19455,ICMP19455PSA1.0,OK,2,1,1,10,0,1,3,1,1,1,1,1,0,0,1,0,0,1,0,1,1,2,0,1,1,1,15,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,2,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaab
33,33,FALSE,GCF_000344535.1,3/5/13,University of Otago,New Zealand,missing,Pseudomonas syringae pv. actinidiae ICMP 18807 (g-proteobacteria),syringae,actinidiae,ICMP-18807,ICMP18807v1.0,OK,2,0,1,13,2,2,3,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1,1,1,1,16,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaae
34,34,FALSE,GCF_000344555.1,3/5/13,University of Otago,Chile,missing,Pseudomonas syringae pv. actinidiae ICMP 19439 (g-proteobacteria),syringae,actinidiae,ICMP-19439,ICMP19439PSA1.0,OK,2,1,1,10,0,1,3,1,1,1,1,1,0,0,1,0,0,1,0,1,1,2,0,1,1,1,15,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,2,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaaa
35,35,FALSE,GCF_000346225.2,12/7/17,Centre for Cellular and Molecular Biology,Antarctica: Schirmacher Oasis,soil,Pseudomonas sp. Lz4W (g-proteobacteria),missing,missing,Lz4W,ASM34622v2,OK,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aad,aada,aadaa,aadaaa,aadaaaa,aadaaaaa,aadaaaaaa,aadaaaaaaa,aadaaaaaaaa,aadaaaaaaaaa,aadaaaaaaaaaa,aadaaaaaaaaaaa,aadaaaaaaaaaaaa,aadaaaaaaaaaaaaa,aadaaaaaaaaaaaaaa,aadaaaaaaaaaaaaaaa,aadaaaaaaaaaaaaaaaa,aadaaaaaaaaaaaaaaaaa
36,36,FALSE,GCF_000412165.1,6/21/13,"Institute of Plant Biology, University of Zurich",USA,leaf,Pseudomonas syringae pv. syringae SM (g-proteobacteria),syringae,syringae,SM,PSSSMv1.0,OK,1,0,1,12,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,15,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaaa,aaaaabaaaa,aaaaabaaaab,aaaaabaaaaba,aaaaabaaaabaa,aaaaabaaaabaaa,aaaaabaaaabaaaa,aaaaabaaaabaaaaa,aaaaabaaaabaaaaaa,aaaaabaaaabaaaaaaa,aaaaabaaaabaaaaaaab,aaaaabaaaabaaaaaaabg
37,37,FALSE,GCF_000416725.1,7/1/13,The New Zealand Institute for Plant & Food Research Limited,New Zealand,missing,Pseudomonas syringae pv. actinidiae ICMP 19097 (g-proteobacteria),syringae,actinidiae,ICMP-19097,ASM41672v1,OK,2,1,1,11,0,1,3,1,1,1,1,1,0,0,1,0,0,1,0,1,1,2,0,1,1,1,15,8,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,2,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaag
38,38,FALSE,GCF_000416845.2,7/1/13,The New Zealand Institute for Plant & Food Research Limited,New Zealand,missing,Pseudomonas syringae pv. actinidiae ICMP 19102 (g-proteobacteria),syringae,actinidiae,ICMP-19102,ASM41684v2,OK,1,1,2,10,1,0,3,1,0,1,1,2,1,0,1,0,0,1,0,1,1,4,0,1,1,1,15,6,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,2,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaag
39,39,FALSE,GCF_000416865.1,7/1/13,The New Zealand Institute for Plant & Food Research Limited,New Zealand,missing,Pseudomonas syringae pv. actinidiae ICMP 19104 (g-proteobacteria),syringae,actinidiae,ICMP-19104,ASM41686v1,OK,1,1,2,11,1,0,3,1,1,1,1,2,1,0,1,0,0,1,0,1,1,4,1,1,1,1,15,7,1,1,0,2,2,1,1,1,0,1,2,1,1,5,1,1,1,1,3,1,2,3,3,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,4,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,a,aa,aaa,aaaa,aaaaa,aaaaab,aaaaaba,aaaaabaa,aaaaabaab,aaaaabaaba,aaaaabaabaa,aaaaabaabaaa,aaaaabaabaaaa,aaaaabaabaaaaa,aaaaabaabaaaaaa,aaaaabaabaaaaaaa,aaaaabaabaaaaaaab,aaaaabaabaaaaaaaba,aaaaabaabaaaaaaabaa,aaaaabaabaaaaaaabaaf
